tempavg,lightavg,humidityavg
17.1,3.5,53.8
16.1,1.5,50.7
17.1,3.5,56
21.9,92.9,46.2
19.7,97.3,40.6
19.7,97.2,44.2
21.9,96.9,40.9
16.8,2.8,50.7
17.1,3.4,54
15.8,9.7,42.8
16.5,3.5,53.8
20.3,97.1,41.8
21.6,97.3,41.8
18.7,94.4,41.4
21.6,97.3,45.9
19.7,97.2,42.5
21.6,97.8,42.3
21.9,97.4,41.7
21.9,97.8,41.5
22.6,97.5,39.8
24.5,97.5,37.9
18.7,93.6,40.3
20.3,91.4,47.7
21.3,96.8,42
20.6,97.1,42
20.6,91.4,48.3
21.3,96.5,43.4
21,97,41.5
23.9,97.6,38.7
19.4,92.1,41.8
20.6,91.4,46.6
19,94.4,44.8
20.6,96.5,41
22.9,96.4,39.9
18.1,90.8,40.6
18.1,94.2,45.6
19,96.3,43.7
22.6,96.5,44
18.1,86.2,42.3
20,97.2,38.7
21.9,97.2,42.3
19.4,97.2,40.1
23.5,97.4,37.6
23.9,97.6,38.2
23.2,97.4,43.3
18.7,87.6,40.9
20.3,91.8,46.4
19.4,95.5,43.9
19,96.7,42.3
23.2,97.8,42.5
23.9,98.6,36.8
17.7,89.1,41.8
19,86.6,48.8
22.6,97.9,43.4
17.7,88.5,42.6
19,84.9,47.5
22.9,98.3,36.9
22.6,95.4,43.6
17.4,88,42.8
18.7,85.9,49.4
16.5,9.6,45.8
17.1,3.5,56.3
21.3,97,39.8
21,97.3,37.9
25.5,97.8,37.9
24.5,97.5,36.3
23.5,97.7,39.2
18.4,90.8,40.7
18.1,94.6,44.2
20.6,96.2,40.4
17.1,3.5,56.8
20.6,91.6,44.7
21.9,97,39.3
20,97.3,40.7
23.2,97.6,39.3
23.5,97.5,44
18.7,91.7,41.2
21.3,95.1,45.6
19,93,45.3
20.3,96,39.2
21.6,96.6,44.4
21,96.1,30.3
18.1,92.4,45
22.6,98.1,30.3
17.1,88.6,46.2
17.4,88.5,46.7
24.8,98,38.8
18.7,97,42.6
16.5,87.6,52.4
18.4,97.4,47
17.4,3.4,56.3
17.1,3.6,54.8
16.1,1.2,47.5
16.5,9.7,49.6
16.1,1.4,50.8
15.2,1.3,47
15.5,9.9,43.7
20.6,90.9,44.7
22.6,96.9,40.1
21.6,97.2,38.7
24.5,97.9,40.4
23.2,97.6,40.4
24.8,97.4,42.3
18.7,92.8,42.1
21.9,96.2,45
18.7,92.7,43.9
18.7,95.2,43.4
21,96.3,40.3
17.7,90.7,40.7
22.6,97.9,44
17.7,89.7,43.3
19.4,86.7,48.9
22.6,97.9,31.9
17.4,91.4,46.4
18.1,92.4,45.6
19.4,95.6,42.9
16.5,10,43.6
16.5,1.3,48.3
16.5,10,44.2
16.1,1.3,48
16.5,9.7,45.6
16.1,1.3,48.5
17.1,3.6,55.7
16.1,1.5,49.2
17.1,3.6,57
18.1,92.9,45.9
23.5,98.2,41.4
19,96.3,44
19.7,93.4,33
16.8,88.3,48.3
16.8,87.4,47.7
18.4,93.9,43.7
17.1,40.9,48.9
16.5,9.7,43.4
19.4,82.8,48.5
17.1,89.9,48
20,93.6,51.3
19,95.5,44.5
18.4,81.3,49.9
18.4,93.2,45.9
19.4,89.9,51.8
18.1,69.7,51
18.4,89.1,55.5
17.1,91.3,49.2
18.1,95.1,46.6
17.7,90.5,56
17.1,64.1,49.2
17.4,55.6,57.1
17.4,3.6,57.9
17.1,3.5,55.1
16.5,9.9,44.8
16.1,1.3,50.2
17.1,3.4,54.9
16.1,1.4,47.7
16.8,87.9,50
17.4,87.4,46.4
17.4,88.3,48
17.7,91.4,45.5
16.1,85.1,49.9
17.1,88.5,46.6
17.1,89.2,48
17.4,85.5,57
16.8,78.4,48.8
16.5,82.1,49.6
17.4,78.9,56.3
17.1,84.4,48.1
16.8,35.4,47.2
16.8,12,51.3
17.1,18.1,50
17.4,9.6,57.3
17.1,12.4,50
16.8,9.8,46.7
17.4,3.8,56.3
16.5,9.4,47.3
16.5,1.3,48.8
17.1,3.5,55.7
16.1,1.3,49.1
17.1,3.5,54.8
16.8,3.5,52.6
17.1,3.4,54
16.5,9.9,46.1
17.1,3.4,53.5
17.4,3.6,56
16.8,9.8,48.1
16.5,1.4,50.5
17.1,3.7,58.1
16.1,9.7,43.7
16.5,3.5,54.4
15.8,9.8,43.4
16.1,1.2,48.9
17.1,3.5,56.5
17.1,3.5,55.7
16.1,1.3,48.3
17.1,3.6,56.3
16.5,9.7,45.5
16.1,1.4,49.1
17.1,3.6,53.8
16.5,9.9,43.7
16.1,1.3,48.5
16.8,3.5,55.2
16.5,3.5,50.2
15.2,1.4,49.6
16.5,3.5,53.7
17.1,3.5,54.8
16.8,3.4,52.2
16.1,3.5,53.8
16.1,1.3,49.4
17.1,3.4,57
17.1,3.4,54.1
16.1,1.4,47.8
16.5,9.8,44.5
16.1,1.4,49.2
16.1,10.9,44.4
16.8,3.4,51.1
17.1,3.5,54.6
15.5,1.4,47.3
17.1,3.4,57.1
16.5,10,47.5
16.1,1.5,50.7
16.1,9.8,42.8
16.1,3.6,56.8
15.5,10,45.9
16.5,10.1,47.2
15.5,1.3,46.6
16.5,3.4,50.3
16.5,9.9,45.9
16.1,1.3,48.9
16.8,3.4,53.2
15.8,1.3,47.8
16.8,3.4,54.3
16.5,3.6,56.2
15.8,9.8,47.2
15.8,9.7,42.1
15.5,1.3,46.4
15.2,1.5,49.9
16.1,3.5,52.6
15.5,1.4,47.8
16.1,3.5,53.2
15.8,10,43.7
16.1,3.5,54.3
15.8,9.7,45
16.5,3.5,52.7
15.5,1.3,46.2
16.5,3.5,52.7
15.5,1.4,47.3
16.5,3.5,52.9
15.8,9.9,45.1
15.5,1.4,48.1
16.5,3.4,54.1
15.8,10,44.2
15.5,1.5,46.4
16.5,2.7,52.9
15.5,1.3,45.1
16.5,2.7,50.7
16.1,9.6,42.5
15.5,1.5,46.4
16.5,3,52.9
15.5,2.6,46.2
16.5,5.7,52.7
15.5,12.9,46.1
16.5,20.1,52.6
19,97.6,48.3
14.2,1.2,54.1
14.8,9.9,54
19,95.7,51.8
23.2,96.7,46.9
25.2,96.9,39.8
15.8,31.5,45.8
16.5,68.6,52.7
19.4,96.8,46.7
17.4,97.3,48.9
18.4,96.3,53.8
20.6,98.6,34.4
19,97.7,42.9
14.2,1.2,54.4
14.8,9.6,54.6
14.8,3.3,62
16.5,39.6,49.6
15.8,55.5,46.2
16.8,59.4,53.3
15.8,92.9,51.3
17.1,94.7,50
18.7,95.9,53.3
18.1,95.5,37.6
21,96.2,52.1
18.1,94.5,40.6
18.1,94.1,57.9
21.3,98.6,35.2
19,97.8,42.8
21.9,98.6,35.5
21,98,44
20,96.6,49.9
19,97.3,34.4
16.5,10.2,43.9
16.1,1.6,49.6
14.5,8,43.7
14.2,1.2,54.8
15.8,67.2,46.9
15.8,68.7,48.3
16.5,70,58.7
15.2,69.5,53.7
15.2,85.6,56.8
16.1,79.7,63.9
14.8,80.9,55.1
15.5,92.3,53.7
15.8,89.5,61.4
16.1,94.1,51.8
16.8,91.9,59.8
14.5,90.6,60.1
15.2,88,66.6
13.9,91.5,63.1
18.1,95.2,49.7
17.1,96.5,51.6
18.1,95.1,57
14.5,93.7,45.5
15.5,95.1,54.6
18.1,96,58.9
17.4,97,51.3
18.1,96,56.7
18.4,96.2,54.8
17.1,94.6,33
18.7,96.8,48.1
19.7,96.4,25.4
21,96.7,44.8
19.7,97.5,39.5
19,97.1,44.5
15.5,89.5,55.9
15.8,85.4,62.6
15.2,87.5,53
14.8,89,54.1
15.2,91.3,53.7
15.8,93.9,54.1
16.1,92,60.4
15.2,86.3,54.1
13.9,89.9,61.4
14.2,93.3,65.5
14.5,90.8,67.7
14.8,95.2,64.4
15.5,93.5,67.4
14.5,92.1,57.4
15.8,93.6,65.5
16.5,94,64.9
16.8,93.5,63
16.5,96,56.2
17.1,94.5,61.4
16.8,96.4,54.1
17.7,95.3,59
17.4,97.1,51.9
18.1,96,57.3
18.4,95.9,56.3
20,97.4,41.8
19.7,97.9,39
20.6,97.1,44.4
19,96.2,25.1
20,97.1,41.7
15.8,95.5,58.5
16.5,93.9,62.8
16.5,93.5,52.4
18.4,96.1,56.3
18.4,94.9,58.1
16.8,94.3,39.5
15.5,96.8,57.4
17.1,95.9,61.7
16.8,95.8,40.3
18.1,96.6,49.6
16.8,95.4,33.2
17.7,96.3,49.2
17.4,97,48.5
18.4,95.9,54.6
18.1,96.2,45.9
17.7,97,46.2
18.7,95.8,51.6
17.4,95.5,45.8
17.1,96.6,45.9
17.7,95.3,51.8
18.7,96,51.8
18.1,95.6,30.3
18.4,96.4,44.8
18.4,97.3,43.4
18.7,96.2,49.7
20,97,45.1
20.3,98.3,40.4
19.4,97.5,45.6
19.7,97.8,39.9
18.4,97.6,46.1
19.7,97.5,41
22.9,97.7,26.9
15.8,1.1,53.7
16.1,10,53.2
15.5,9.6,53.3
15.8,3.3,61.5
25.2,96.4,45.8
24.8,97.1,40.4
19.7,98,38.4
20,97,42
19,97.5,40.9
21.6,97.7,27
19,97.8,46.1
22.3,98.5,35.5
20.3,97.8,45.5
19.7,96,43.4
20,98.1,40.4
16.8,9.5,47.3
16.8,1.4,50.8
14.8,10.1,53.8
14.8,3.3,62
14.2,1.2,54.3
14.5,9.6,54
14.8,3.3,62
19.4,97.6,42.5
20.3,97.5,40.9
22.9,98.2,38.7
19,97.5,42.3
17.1,76.1,46.7
17.4,66.6,54.3
14.5,9.3,48.1
14.2,1.1,54.9
14.2,2.8,63.6
13.2,82.7,56
19,97.4,44.2
18.4,97.2,43.1
18.1,96,43.7
18.7,93,51.9
17.4,3.4,58.1
17.1,3.3,62
16.5,9.5,49.9
15.8,1.1,53.2
16.5,9.8,53
20.3,98.2,37.4
18.4,97.1,41.8
20,97.2,26.7
19.7,97.8,41.2
20.3,97.8,39.5
17.1,4.9,55.1
14.8,9.8,53.3
14.8,3.2,61.9
13.9,1.2,54.4
14.2,87.8,44
13.9,89.2,55.1
20.3,98.3,36.3
18.7,97.3,40.6
21.9,98.4,34.7
19,97.8,42.8
19.4,97.9,41.5
15.2,9.6,46.7
14.8,1.1,54
14.2,1.1,54.6
14.8,9.7,53.8
15.2,3.3,64.5
13.2,23.5,56
21,98.3,36
19,97.3,43.3
19.4,97.5,41.8
21.3,98.5,33.9
20,97.6,40.6
21.6,98.6,34.7
19.7,97.9,44.5
16.8,11.5,47.5
17.1,3.6,56.5
14.2,1.1,54.1
14.8,9.7,53.7
14.8,3.3,63
14.5,3.3,63.3
14.5,3.3,63.7
14.2,8.4,45.3
14.2,85.6,63.7
21.3,98.3,34.9
18.7,97.4,41.4
20.3,97.5,49.6
15.8,10.4,53
15.8,10.5,53
16.1,3.2,61.4
15.8,9.6,48
14.2,1.2,54
14.5,8.2,40.9
14.2,1.3,54.3
14.2,71.4,55.7
14.2,68.3,63.7
13.5,86.2,55.1
18.7,97.4,42.1
15.5,9.6,53.8
15.5,3.2,61.4
15.5,9.9,54
15.8,3.3,62.2
14.5,1.1,54.9
15.5,3.3,63.9
14.5,9.9,54.6
19,97.4,42.6
21.3,98.5,34.3
21,98.5,34.3
21,98,28.9
22.3,98.4,36.2
21.6,97.8,48.1
16.5,53.9,48.3
17.1,12.6,56.3
16.1,1.1,52.7
16.8,9.6,53.3
16.5,3.3,60.8
16.1,9.3,48.8
15.5,1.1,53.5
16.1,10.1,53.5
15.2,9.7,48.1
14.8,10.2,53.8
15.2,3.3,63.6
13.5,8.3,39.6
15.5,92.7,52.1
15.8,94.1,52.6
19.7,97.7,40.7
21.3,98,29.5
21.9,98.3,38.5
17.1,87.7,46.4
16.8,55.8,47
17.4,39.7,53.7
20.6,98.6,34.1
18.7,97.8,42.8
22.6,98.5,33.9
21,97.8,44.2
16.8,9.4,45.3
16.5,1.1,50.3
17.1,3.3,57.4
15.5,1.1,53.3
13.5,63.2,44.2
13.2,74.8,55.9
20,97.8,45.1
16.5,9.5,44
16.1,1.2,48.9
15.2,9.4,54
15.5,3.2,63
22.3,98.6,35.5
21,97.9,43.9
20.6,98,28.7
16.5,1.1,53
16.8,9.5,53.2
16.8,3.3,61.4
16.5,9.6,50.2
23.9,97.8,38.7
24.2,97.3,40.9
22.9,97.5,44.7
20.6,97,48.1
20,95.7,49.9
18.1,95.4,45.3
17.1,88.8,44.8
17.7,82.6,53
17.1,11.3,47.7
17.4,3.5,55.7
17.1,11.2,48.3
17.1,3.5,56.3
17.1,11.3,50.8
17.7,3.2,59.5
16.1,3.2,60.6
15.8,9.6,49.1
14.8,1.1,54
14.2,10.2,54.9
16.1,4.5,48.6
16.5,1.2,48.9
15.2,1.1,53.3
15.8,3.3,63
15.5,3.3,63.4
14.5,8.1,43.9
16.8,1.3,51.1
17.1,11,51.4
17.4,3.3,59.2
16.1,94.2,51.4
16.5,93.6,57.6
16.5,94.9,50.2
17.7,95.5,53.3
16.5,1.1,52.9
16.8,11.3,53
17.1,3.2,61.2
16.8,3.2,60.8
15.5,9.6,53.3
16.1,3.2,61.5
15.5,9.4,48.6
13.9,11,55.9
14.2,4,63.4
14.2,89.8,55.5
14.5,89.9,63.7
15.2,1.2,54.1
14.8,1.1,54.3
14.8,1.2,54.3
14.8,1.1,53.8
15.2,10.4,53.8
15.5,3.2,62
15.2,10.6,54.1
15.5,3.2,62
14.8,9.5,47
14.5,1.1,54.1
15.2,9.5,54.6
15.5,3.2,63.3
15.2,9.8,54.6
15.5,3.2,64.1
14.8,9,42.5
15.2,10,54.4
15.2,3.3,62.3
14.2,1.1,54.8
14.8,10.3,54.4
15.5,3.2,65
14.5,8.3,37.1
14.2,1.1,54.8
14.8,9.7,54.4
15.2,3.2,62.5
14.2,1.1,54.6
15.2,3.3,63
14.5,8.5,36.9
15.2,3.3,64.4
14.2,8.5,42.8
14.8,9.8,53.8
14.5,2.5,63.3
14.2,1.2,54.3
13.9,1.1,54
14.8,9.9,54
15.2,3.3,62.8
14.8,10.2,53.7
14.8,3.3,63.1
13.9,86.3,45.1
23.9,97.2,42
14.8,9.6,54.1
15.2,3.3,63.3
14.8,8.2,43.7
14.2,1.2,53.7
13.9,1.2,55.1
14.2,10.2,55.2
14.8,92.3,43.6
22.9,96.9,44
24.2,97.1,43.6
25.8,97.8,44
28.4,98,40.3
24.5,97.7,48.5
14.5,8,44.8
14.5,8.2,44.2
14.2,1.1,54.1
14.8,9.5,54
14.8,3.3,62.3
14.8,3.3,62.3
14.5,8.3,44.2
14.5,91.8,53.3
15.5,92.9,51.8
14.5,8.1,45
14.2,1.2,53.8
14.5,8.1,40.6
13.9,44.9,55.9
14.2,41.3,63.4
13.9,40.9,44
15.5,92.8,60.6
14.8,9.5,54
14.8,3.3,62
14.5,8,40.7
14.2,17.7,56.3
14.2,12.7,64.7
13.9,17.2,44.8
23.5,97.1,43.7
14.8,3.3,62.8
13.9,1.2,55.4
14.5,10.1,54.8
13.5,1.3,55.2
13.2,1.7,55.7
13.2,4.7,56
13.5,56.1,55.7
14.2,82.8,55.9
14.2,80.5,64.5
14.5,89.6,63.4
14.2,91.9,55.7
14.5,90.5,63.1
16.1,91.6,41
13.9,89.9,54.6
14.5,92.4,55.2
14.5,91.1,63
14.5,92.8,54.9
14.8,91.5,61.9
14.2,90.9,54.8
14.8,93.1,53.7
14.8,91.8,62.5
14.2,91.3,54.1
14.8,93.4,54
15.2,92.1,61.5
14.5,91.5,53.5
15.5,92.2,62.3
15.5,92.5,61.2
15.2,92.5,52.9
15.8,94,53
16.1,93.1,59.6
16.5,93.4,59.5
17.7,95.5,54.3
23.2,96.9,45.5
23.5,96.8,46.1
23.5,97.2,46.4
24.5,97.7,48.1
15.5,93.8,53.5
16.1,93.3,59.3
16.8,94.3,56.8
17.1,94.8,56.5
21.6,97.4,43.1
17.7,95.2,55.7
23.5,97.4,42.1
17.1,95,48.5
18.4,95.6,54.1
24.2,97.1,43.1
26.1,97.2,38
24.2,96.5,48.6
24.2,97,47.3
22.9,97,46.6
22.9,97,45.8
23.5,97.3,43.6
23.5,97.1,43.3
23.2,97.2,45.6
23.5,97.3,46.9
23.5,97.3,48.6
23.9,97.6,48.3
26.5,98.4,40.9
23.5,97.4,47.8
26.1,97.9,41.4
26.8,98.4,39.9
26.8,98.4,40.7
24.2,97.5,47.3
26.8,98.5,41.4
24.5,97.5,48.3
24.5,97.6,50.5
28.4,97.9,40.9
24.8,97.6,48
24.5,97.5,48.6
25.2,97.6,47.7
26.5,98.5,42
24.8,97.6,49.4
29,98,41.2
27.4,98.6,41
25.8,97.7,46.2
28.4,98.1,42
24.5,97.7,49.6
25.5,97.6,24.6
27.7,98.1,42.8
28.4,98.6,39.3
24.2,97.8,48.9
27.7,98.1,42.1
29.7,98.6,37.7
23.9,97.8,50.5
27.1,98.1,43.3
26.8,98.6,40.3
23.5,97.8,51.6
27.4,98.1,42.3
24.2,97.8,50.3
26.8,98.2,43.7
23.9,97.9,51
27.1,98.1,43.1
26.8,98.6,39.2
24.8,97.9,49.1
26.8,98.1,43.3
24.8,97.8,48.9
26.8,98.2,43.4
24.2,97.9,50
26.1,98.1,44.5
24.2,97.9,50.8
26.1,97.8,44.4
25.5,98.4,41.7
23.9,97.7,51.1
23.2,97.6,47.7
23.5,97.1,53.2
22.6,96.3,48.1
17.1,3.1,63.3
15.8,5.6,56
22.9,96.3,54.8
21.6,95.6,49.2
19,3.1,64.7
15.5,10.9,59.2
15.8,3.2,66.7
18.7,10,51.9
16.8,8.3,53.5
17.4,3,64.1
22.6,97.4,46.6
22.3,95.2,55.1
17.7,3.1,63.4
15.5,4.7,56.7
15.5,3.2,66.6
26.1,94.5,33.6
31.9,94.9,22.1
16.5,3.5,56.3
15.2,1.3,48.9
15.5,10.3,47.8
14.8,1.2,49.4
21.6,95.5,59.5
18.7,7.5,60.1
19,9.1,61.4
21,94.9,49.9
21.3,92.3,56.2
18.7,10.4,57.6
19,3,64.1
15.2,90.8,57.4
31,97.8,40.4
39,97.7,16.8
42.3,98.2,28
38.4,97.8,15
32.3,94,27.5
32.9,94.4,26.4
28.1,13.1,35.1
30,7.6,29.1
26.8,0.9,35.7
27.1,1,35.5
26.5,1,36
25.5,0.9,37.4
27.4,3.3,33.3
24.5,1,40.6
25.2,3.2,36.9
24.5,1,38.7
28.1,92.5,38.7
25.5,3.2,41.5
30,97.7,41.7
28.4,97.2,44
19,3.2,63
19.4,3.2,63
26.5,97,44.2
19.7,9.4,61.9
20.3,91.6,51
19.4,3.2,62.5
18.1,5,56.2
19,10.5,57.1
19,3.3,64.9
17.7,5.1,56
15.8,5.9,56.7
21,83.4,58.2
19.7,77.6,51.9
20,6.2,60.4
15.5,1.5,57
15.2,6.2,56.7
15.8,3.2,67.4
20,79.2,51.6
20.6,66.8,59
20,64.2,52.1
20.3,51.2,60
19.4,58.3,52.4
19,9.1,53
15.8,1.5,56
14.8,1.8,57.8
14.8,90.3,57.9
16.1,92,65.3
16.8,92.6,54.9
19,39.9,52.1
20,22.8,60.8
20,3.6,60.4
19,5.5,54
19.4,12.6,52.7
19.7,3.2,60.8
19,1.3,53.7
19.7,3.2,60.6
18.7,2.2,53.5
19.4,12.9,53.7
19.7,3,61.2
18.7,5,54.1
19.7,3,61.1
18.7,1.4,54
19.4,3.2,61.1
18.7,1.8,54.6
19,12,54.6
18.4,2,55.7
19,3.2,64.1
18.4,1.3,56.7
18.1,2.2,57.1
19,10.4,58.1
19,3,64.4
19,3,63.4
18.1,3,63.4
16.5,1.4,56
16.1,1.1,55.9
16.8,10.3,56
17.1,3.1,63.9
19.4,3.2,62
18.4,4.8,54.8
19,12.1,55.2
18.4,1.5,55.7
19,3.2,63.7
19,3.2,62.8
18.4,5.2,56.2
18.4,1.3,56.2
18.7,10.8,57
19,3.3,63.9
18.4,1.1,56
18.7,10.8,57
19,3.2,64.7
19,3.3,64.9
18.4,1.3,56.2
18.1,2,57.1
18.7,10.6,57.4
16.8,1,55.9
17.1,10.4,56.2
17.4,3.1,63.6
17.4,3.1,63.1
16.5,3.1,64.2
15.2,1.6,57.4
14.8,1.3,57.9
14.8,58.7,60.3
15.2,58.7,66.9
15.5,76.1,67.4
16.8,92.4,64.2
19.7,94.8,57.8
16.8,3.1,64.2
16.8,3.1,64.2
15.8,4.7,57.1
16.8,3.1,65.5
15.5,1.6,56.3
16.5,3.1,64.9
16.5,3.1,64.4
15.8,10.4,58.5
16.5,3.2,65.2
15.8,10,58.5
16.1,3.2,66.1
14.5,3.5,59.6
14.5,67.4,58.9
21.6,95.6,54.1
25.5,3.3,39.5
24.2,1,41.5
24.5,3.3,42.3
23.5,1.1,42.3
25.5,3.2,35.7
24.2,1,38.7
25.5,83.5,34.7
25.8,89.6,35.1
26.5,90,31
26.1,91.1,32.2
27.1,96.2,33.3
30,96.6,27.8
33.2,97.4,25.4
31.3,97.2,25.6
15.5,6,57.4
16.5,3.2,64.5
15.5,4.8,57.1
15.8,10.7,58.7
16.1,3.2,65.2
15.5,2.5,66.1
14.5,11.7,59.5
15.5,83.9,66.7
15.5,89.1,67.1
17.7,93.3,53.2
31.6,94.4,27.3
29.7,5.4,29.7
28.4,3.3,30.3
24.8,1,39.5
25.8,3.3,38
25.5,3.2,39.2
24.8,3.3,39.5
15.2,6.4,57.4
22.9,11.1,57.4
22.9,2.8,64.2
22.3,9.9,57.9
22.3,2.8,63.7
20,9.6,62
20,2.8,67.7
19.7,9.7,61.7
20,2.9,67.8
19.4,8.4,61.1
19.4,8.3,62
19.7,2.9,68
16.1,3.2,65
24.8,97.4,46.7
29.7,97.4,41.4
31.3,97.7,39.2
22.9,97.3,51
17.1,1.4,56.7
18.1,3,64.2
17.7,3,64.1
17.7,3,63.4
17.7,3,63.7
17.4,3,64.2
17.7,88.2,66.4
31.3,94.6,33.8
22.6,56.5,67.7
19.7,45.9,63.3
19.7,8.9,64.1
19,1,61.9
19.7,20.6,68.5
15.8,10.5,57.8
16.1,3.1,65.5
15.2,2,58.2
15.2,6.3,58.2
15.8,3.2,65.6
15.2,1.5,58.1
15.5,3.2,66.7
15.2,10.6,59.8
15.5,3.2,66.7
21,95.5,55.4
30.3,97.4,39.8
39.7,98,28
27.4,3.3,33.3
25.5,1,38.4
25.8,1,37.6
15.8,3.2,66.3
15.5,3.2,66.4
15.2,11,60.3
15.2,3.1,66.4
24.5,1,40.4
15.2,8.1,57.8
15.5,10.4,59.2
18.1,3.1,65
18.1,10.2,58.7
19.4,3.1,63.1
18.4,8.7,52.9
19,3.1,60.3
19,3.1,60.8
19.7,70.1,54.8
19.4,54.3,51.3
19.7,16.7,61.9
17.1,1.5,55.9
17.7,3,63.4
20,2.6,67.8
20,2.5,68.3
18.7,88.5,71.8
18.4,2.3,67.7
15.8,3.2,66.1
39.7,98.1,28
38.1,97.8,19.1
38.1,98.4,21.7
26.1,3.3,38
25.8,3.2,38
25.8,91.1,34.7
14.8,2.3,58.7
15.5,10.5,59.2
15.8,3.3,66.4
15.5,3.2,66.4
14.8,2.2,58.4
15.5,10.6,59.6
14.5,1.9,58.4
15.5,3.2,66.4
14.8,1.9,58.7
14.5,1.6,58.5
14.5,79.6,58.5
15.2,85.3,59.8
14.8,88.9,58.1
15.5,91.2,57.9
15.8,93.3,59.2
17.7,93.2,63
32.6,97,39.8
25.2,3.2,40.7
24.2,3.3,42.6
24.8,0.9,37.4
24.5,1.6,37.7
26.1,84.6,30.8
25.5,92.8,35.8
25.8,95,36
30.3,96.4,25.3
33.5,97.1,22.1
34.2,96.3,20.5
32.3,94.5,21.8
14.8,2.2,58.4
15.5,3.3,67.2
14.5,2.4,58.5
14.5,2.3,58.5
14.8,1.3,59.3
15.5,2.5,67.2
15.2,7.1,66.7
14.5,41.2,58.5
14.5,84.8,58.5
15.5,88.2,67.1
15.5,90.8,66.1
16.1,91.7,65.8
15.8,91.5,56.3
16.1,93.5,58.1
16.8,92.2,64.5
16.8,93.7,57.4
17.1,92.7,63.6
17.4,93,63.1
18.1,93.3,62.8
30,97.2,39.3
35.2,97.9,38.2
37.7,97.9,20.9
28.1,3.4,31.7
26.1,0.9,36.9
25.2,3.2,39.9
24.2,1,41.7
24.2,0.9,41.8
24.8,3.3,41.2
14.5,87.5,58.2
15.5,90.1,66.3
14.8,89.7,58.2
15.8,91.3,66
31.3,96.5,44.4
31.3,97.7,39.3
29.7,97.1,41.4
39.7,98.2,28.3
37.1,97.8,22.8
31,74.4,29.1
29.4,66.6,34.1
30.3,54.8,29.2
28.4,0.9,34.1
28.1,3.3,31.7
24.5,1,41.5
25.8,91.5,35.2
26.1,95.6,36
26.8,96.3,31.7
24.8,1.1,41.7
16.5,92.1,56.3
16.8,92.4,55.4
17.4,92.8,54
18.4,93.5,60.8
19,94,60
20,95.6,50.5
19.7,94.5,52.4
20.3,95.3,56.8
28.1,97.5,42.8
29.4,97.5,41.5
20.3,94.8,51.1
22.3,95.6,52.1
26.8,96.4,45.6
30.6,97,39
32.3,97.8,36.2
31.6,96.9,38.7
30,96.9,42.3
29.4,97.2,42.6
37.1,97.6,21.8
40.3,98.1,27.5
36.8,98.5,22.4
37.7,98.6,21
39.4,98.2,27
31.9,93.5,33.2
31,93.6,33.2
27.7,0.9,35.2
28.4,3.3,31.4
27.7,3.3,33.3
27.4,3.3,33.2
28.4,97.5,40.6
25.8,95.7,44.4
31.9,97.2,38.5
33.2,97,35.1
33.2,97.3,36.8
34.2,97.6,37.3
35.2,97.1,31.9
33.9,97.5,36.3
34.5,97.9,33.2
31,98,39.2
29,97.6,41.7
30.3,97.4,43.9
30,96.8,42.8
31,97.8,40.6
29.7,97.8,40.4
32.3,97.8,40.3
30,97.2,39.6
32.6,97.8,38.4
35.2,97.7,22
37.4,97.5,19.3
38.4,97.6,20.4
37.1,97.7,19
37.1,96.3,18.3
38.4,97.8,17.9
42.9,98.2,26.7
42.3,98.2,27.6
37.7,98.6,20.9
38.4,97.8,19.3
40,98.2,27.2
38.1,97.8,18.8
38.1,97.9,17.6
36.5,97.8,21
30.3,82.1,33.6
31,85.6,28.3
25.5,0.9,38.4
25.5,1,37.7
25.5,1,39.3
26.1,90.7,32.4
15.5,1.3,49.2
40.3,98.1,27.5
38.1,97.8,19.3
33.9,96.1,25.9
28.4,5.3,30.5
26.8,3.1,34.1
26.8,3.2,34.7
26.5,3.2,37.1
25.2,1,39.5
24.2,1,41.5
25.5,3.2,39.5
24.5,1,41.4
18.7,3.2,63.7
18.7,9.7,56.3
26.5,96.8,50.5
20.3,10.1,62.3
20.3,2.9,67.1
20,3,68
38.1,98.6,20.7
40.6,98.2,26.4
37.1,97.6,20.4
24.8,1,37.3
25.2,3.2,37.3
26.5,87,31
34.8,97.6,28.6
33.5,96.4,28.3
37.7,96,28.9
35.5,97.5,23.2
32.9,93.9,27.8
32.9,92.9,32.1
26.8,95.5,33.2
29.7,97.6,33
32.3,95.9,30.5
34.2,97.3,18.8
26.8,45,44.2
25.5,3.3,42.1
25.5,3.2,40.1
24.2,1,38.8
21,3.2,57
22.3,97.3,45.1
33.2,92,25.6
32.9,92.1,25.6
32.9,95.3,27.2
31.9,89.2,27.6
30.3,26.4,28.6
29.7,5.3,29.2
29,5.1,29.8
27.4,0.9,35.1
28.7,5.2,31.4
23.5,1,42.6
24.5,3.2,42.1
23.2,1,42.6
23.9,9.9,40.3
25.8,3.1,35.1
25.2,21.8,36.5
25.8,78,34.1
26.5,88.7,31.3
20.6,3.2,58.4
19.7,3.3,61.4
22.6,95.9,56.3
28.4,97.5,42.6
19.7,76,67.4
21,92.1,65
20.3,91.6,56.8
20,95.7,51.4
19.4,94.6,60.3
20.3,95.6,56.3
20,96.1,49.4
19.7,95.4,59.3
29,2.5,33.9
29.4,5.1,29.7
28.7,5.2,30.6
26.5,1.1,36.2
26.8,3.2,35.8
26.1,3.2,37.3
